TrajID,IMEI,IMSI,MRTime,Longitude,Latitude,Altitude,Accuracy,Speed,Dbm,isGsm,SignalToNoiseRatio,EvdoEcio,Level,BLevel,BCapacity,X,Y,Z,X_theta,Y_theta,Z_theta,Num_Connected,Mcc_1,Mnc_1,RNCID_1,CellID_1,Arfcn_1,Basic_psc_pci_1,Lon_1,Lat_1,AsuLevel_1,SignalLevel_1,Dbm_1,Type_1,Mcc_2,Mnc_2,RNCID_2,CellID_2,Arfcn_2,Basic_psc_pci_2,Lon_2,Lat_2,AsuLevel_2,SignalLevel_2,Dbm_2,Type_2,Mcc_3,Mnc_3,RNCID_3,CellID_3,Arfcn_3,Basic_psc_pci_3,Lon_3,Lat_3,AsuLevel_3,SignalLevel_3,Dbm_3,Type_3,Mcc_4,Mnc_4,RNCID_4,CellID_4,Arfcn_4,Basic_psc_pci_4,Lon_4,Lat_4,AsuLevel_4,SignalLevel_4,Dbm_4,Type_4,Mcc_5,Mnc_5,RNCID_5,CellID_5,Arfcn_5,Basic_psc_pci_5,Lon_5,Lat_5,AsuLevel_5,SignalLevel_5,Dbm_5,Type_5,Mcc_6,Mnc_6,RNCID_6,CellID_6,Arfcn_6,Basic_psc_pci_6,Lon_6,Lat_6,AsuLevel_6,SignalLevel_6,Dbm_6,Type_6,Mcc_7,Mnc_7,RNCID_7,CellID_7,Arfcn_7,Basic_psc_pci_7,Lon_7,Lat_7,AsuLevel_7,SignalLevel_7,Dbm_7,Type_7,mode
0,862534033931242.00 ,460016291512177.00 ,1521869398558.00 ,121.4918112,31.28485648,43,8,2.9841247,-67,TRUE,-1,-1,5,66,4000,-48.31085205,-31.2210083,51.32904053,2.471234083,-0.469531745,0.111466065,7,460,1,4199,12499,0,2147483647,0,0,18,4,-77,GSM,460,1,4199,18639,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,18,4,-77,GSM,460,1,4199,29753,0,2147483647,0,0,16,4,-81,GSM,460,1,4199,18638,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18467,0,2147483647,0,0,12,4,-89,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869400634.00 ,121.4919188,31.28491966,44,10,1.1085577,-67,TRUE,-1,-1,5,66,4000,-48.48022461,-36.62109375,51.62963867,2.378072977,-0.623514473,-0.114052109,7,460,1,4199,12499,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,18639,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,29753,0,2147483647,0,0,16,4,-81,GSM,460,1,4199,18638,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18467,0,2147483647,0,0,13,4,-87,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869402731.00 ,121.4919188,31.28491966,44,10,1.1085577,-67,TRUE,-1,-1,5,66,4000,-54.19158936,-6.620788574,95.12939453,1.729018688,0.375496179,-1.322214603,7,460,1,4199,12499,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,29753,0,2147483647,0,0,18,4,-77,GSM,460,1,4199,18638,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29752,0,2147483647,0,0,13,4,-87,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869404804.00 ,121.4918849,31.28503916,18,16,0.87091905,-67,TRUE,-1,-1,5,66,4000,-36.87133789,0.27923584,109.5291138,2.417716503,1.159474969,-2.136594296,7,460,1,4199,12499,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,29753,0,2147483647,0,0,18,4,-77,GSM,460,1,4199,18638,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29752,0,2147483647,0,0,13,4,-87,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869406880.00 ,121.4918849,31.28503916,18,16,0.87091905,-67,TRUE,-1,-1,5,66,4000,-34.6206665,0.578308105,111.630249,1.75750339,0.9522174,-1.501342654,7,460,1,4199,12499,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,29753,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,18638,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18467,0,2147483647,0,0,14,4,-85,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869408958.00 ,121.4919392,31.28502801,19,15,1.7321663,-67,TRUE,-1,-1,5,66,4000,-23.54125977,10.47821045,111.0290527,1.635527849,0.625229955,-1.599632144,7,460,1,4199,12499,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,29753,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,18638,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18467,0,2147483647,0,0,14,4,-85,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869411033.00 ,121.4919392,31.28502801,19,15,1.7321663,-67,TRUE,-1,-1,5,66,4000,-43.800354,-5.421447754,104.1290283,1.981902242,0.966854513,-1.630439043,7,460,1,4199,12499,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,29753,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18638,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,23731,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,18467,0,2147483647,0,0,12,4,-89,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869413106.00 ,121.4919361,31.28492572,37,19,1.2124768,-67,TRUE,-1,-1,5,66,4000,-32.54089355,-0.021362305,110.4293823,1.74364841,1.065746307,-1.481047273,7,460,1,4199,12499,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,29751,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,29753,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18638,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,23731,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29752,0,2147483647,0,0,13,4,-87,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869415164.00 ,121.4919361,31.28492572,37,19,1.2124768,-67,TRUE,-1,-1,5,66,4000,-34.28039551,-0.621032715,109.8297119,1.783214331,1.115030885,-1.501405835,7,460,1,4199,12499,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,29753,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18638,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,23731,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29752,0,2147483647,0,0,13,4,-87,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869417240.00 ,121.4920679,31.28506291,22,12,1.2842507,-67,TRUE,-1,-1,5,66,4000,-37.57019043,3.27911377,107.1289063,1.733104825,0.852455437,-1.472328067,7,460,1,4199,12499,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,29753,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18638,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,23731,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29752,0,2147483647,0,0,15,4,-83,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869419317.00 ,121.4920679,31.28506291,22,12,1.2842507,-67,TRUE,-1,-1,5,66,4000,-37.91046143,10.47821045,100.52948,1.677362323,0.845284164,-1.437922478,7,460,1,4199,12499,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,29753,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18638,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,23731,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29752,0,2147483647,0,0,15,4,-83,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869421369.00 ,121.4920559,31.28486865,15,16,3.6302204,-67,TRUE,-1,-1,5,66,4000,-32.89031982,2.378845215,105.6289673,1.691548467,1.053066611,-1.419811487,7,460,1,4199,12499,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,18639,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,29753,0,2147483647,0,0,18,4,-77,GSM,460,1,4199,18638,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29752,0,2147483647,0,0,14,4,-85,GSM,1
